item_id,title,images,categories,description,details,average_rating,rating_number
b0006hanpe,"frankie - australia,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51rZDcehEaL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51rZDcehEaL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"frankie, is an australian lifestyle magazine published by, and for, women in their 20s.","{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Morrison Media Services'}",5.0,2
b000781hjs,"coleridge bulletin,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 18, 2006', 'Manufacturer': 'Friends of Coleridge'}",5.0,1
b00006l27g,"winds of change magazine,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/5108qHiqkvL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/5108qHiqkvL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"winds of change magazine embodies a mission to foster educational and career advancement among native americans and alaskan natives in the science, engineering, technology, and mathematics (stem) fields.","{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Pohly Company'}",5.0,2
b00apqc9lc,emmy - magazine of the academy of television arts & sciences,"{'thumb': 'https://m.media-amazon.com/images/I/51s-MIq+PDL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51s-MIq+PDL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'December 31, 2022'}",5.0,1
b0007ywzck,"international journal on world peace,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51TBJK9W1FL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51TBJK9W1FL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"a scholarly, multi-disciplinary and cross-cultural publication dealing with all aspects of peace from both theoretical and practical perspectives.","{'Date First Available': 'September 13, 2006', 'Manufacturer': 'Professors World Peace Academy'}",5.0,1
b00006k98c,cmyk magazine,"{'thumb': 'https://m.media-amazon.com/images/I/51YHPMA95ML._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51YHPMA95ML._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'April 30, 2015'}",3.0,3
b00006lb4b,bird watching,"{'thumb': 'https://m.media-amazon.com/images/I/61raugv9bZL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61raugv9bZL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71r8yTO0FBL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'October 28, 2020'}",2.5,2
b0001ek7iu,der feinschmecker,"{'thumb': 'https://m.media-amazon.com/images/I/5191TmVvJYL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/5191TmVvJYL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61FZp0E4ZYL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'December 31, 2022'}",5.0,1
b01jaatefc,"elle - ceased offer,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51Mc7s420-L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Mc7s420-L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71QYUdfC5JL._AC_SL1024_.jpg'}",magazine subscriptions,"elle is the world's largest fashion magazine edited for woman with a style - and a mind - of her own. features include lifestyle, culture, entertainment, politics, music, theater and the arts.","{'Date First Available': 'July 29, 2016', 'Manufacturer': 'Hearst Magazines'}",5.0,1
b00006kur9,reds report,"{'thumb': 'https://m.media-amazon.com/images/I/51CE6YULXfL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51CE6YULXfL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'December 31, 2022'}",4.6,8
b00006l255,"wild foods forum,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"educates wild foods enthusiasts interested in learning and sharing information. it offers features on wild edible foods, rare or poisonous plants, book reviews, upcoming events, trip reports, herbal folklore, survival skills and much more.","{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Eco Images'}",1.0,1
b000aig8d0,"new york spaces,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51IJrwKZpsL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51IJrwKZpsL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,{},3.5,3
b000trfvhq,wohnen & garten,"{'thumb': 'https://m.media-amazon.com/images/I/61PwpRseYLL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61PwpRseYLL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'December 31, 2022'}",3.0,3
b003cish3e,"quiddity,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'March 16, 2010', 'Manufacturer': 'Quiddity'}",1.0,1
b00007azqw,"more - uk,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61YPW156QRL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61YPW156QRL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"if you are a girl who likes to party, if your passions are all about having a good time, whether it's on a girls night out or meeting blokes... then this is the magazine for you. it is uk's best-selling young women's magazine.","{'Date First Available': 'September 17, 2006', 'Manufacturer': 'Bauer Consumer Media Ltd'}",3.0,2
b00006kc4j,"dramatics,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51RaAYRmyiL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51RaAYRmyiL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,{},2.5,2
b00006i50e,atv magazine,"{'thumb': 'https://m.media-amazon.com/images/I/51QXbAdbYwL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51QXbAdbYwL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71surNdY0uL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'February 12, 2017'}",1.0,3
b0000t2dbu,"business opportunities handbook,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51gqFPcpRjL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51gqFPcpRjL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71w3rw+1TBL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Enterprise Magazines Inc'}",5.0,1
b003zub5qu,"down under textiles,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'August 17, 2010', 'Manufacturer': 'Practical Publishing Intl'}",5.0,1
b008ro9jn0,esquire,"{'thumb': 'https://m.media-amazon.com/images/I/51BEautt52L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51BEautt52L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71-i1+PL0iL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'October 26, 2021'}",4.5,2
b00d37xahm,"die cast x magazine,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51kv+knA2XL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51kv+knA2XL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/610b+zZ27WL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'December 31, 2022'}",3.4,24
b00007j6tc,"chasseur d images,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/5188jMWRKlL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/5188jMWRKlL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 18, 2006', 'Manufacturer': 'Editions Jibena'}",5.0,1
b0072jpnfo,"electronic musician,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51ShRsmu2UL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51ShRsmu2UL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71YLa6FszmL._AC_SL1024_.jpg'}",magazine subscriptions,"electronic musician is the #1 magazine for musicians recording and producing music in a home or personal studio. product reviews and announcements, applications and techniques for the latest music technology, interviews with the pros and gear shootouts offer the most comprehensive resource for the home recording enthusiast.","{'Date First Available': 'January 29, 2012', 'Manufacturer': 'New Bay Media LLC'}",4.1,4
b0000ccybo,"mississippi gardener,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61OQ1dosCrL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61OQ1dosCrL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,mississippi's own guide to great gardening and landscaping.,"{'Date First Available': 'September 15, 2013', 'Manufacturer': 'State By State Gardening'}",5.0,1
b000n6u3hq,"salvatores historical yellowpages : the premier guide to his,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51U3R2s1ixL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51U3R2s1ixL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"product description, the premier guide to historical resources for film, tv and reenactors is the central clearinghouse for information related to historical related goods from all time periods up to the 1960's, such as tents, armor, clothes, muskets, etc., about the author, salvatore (matt wolf) is an mfa graduate of the american film institute in hollywood., he is an avid participant in historical recreation and has been for twenty years. recognizing the difficulties of locating the products he was looking for, he came up with the idea of creating a central, annually updated listing of historical resources for both the film and tv communities and historical reenactors like himself. and so the historical yellowpages was born.","{'Date First Available': 'February 6, 2007', 'Manufacturer': 'Matt Wolf Enterprises'}",5.0,4
b000wds5z2,"scuba diving,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51yer5pjmOL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51yer5pjmOL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"scuba diving is edited to provide information about the practice of diving, dive travel opportunities, the marine environment, the reader's health and safety and the dive equipment on which they depend. travel editorial focuses on both domestic and international dive travel and equipment editorial offers readers comparative product reviews.","{'Date First Available': 'May 7, 2021', 'Manufacturer': 'F&W Publications'}",5.0,2
b00006kxb8,"socialist worker - england,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51WZEVA8Q0L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51WZEVA8Q0L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,socialist worker is a weekly political newspaper that report on both national and international politics.,"{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Sherborne Publications'}",1.0,1
b00005n7ub,"strategy+business,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51dgtsw3o9L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51dgtsw3o9L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/9135DnGF8hL._AC_SL1500_.jpg'}",magazine subscriptions,"the aim of strategy & business is to challenge old assumptions not by telling ceos what to think--but by laying out an agenda covering which issues are worthy of thought. the articles will be practical, but will also nudge, prod and provoke. they will be required reading for leaders.","{'Date First Available': 'September 19, 2006', 'Manufacturer': 'Strategy & Business'}",4.6,15
b00hq4id6q,"simply cards & papercraft,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51Bd-48KrLS._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Bd-48KrLS._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71nz8XgtRNS._AC_SL1024_.jpg'}",magazine subscriptions,"simply cards & papercraft is the uk's best-selling papercraft magazine, offering quality cards for every occasion. it's packed full of the newest techniques, products and inspiring ideas.","{'Date First Available': 'January 6, 2014', 'Manufacturer': 'Practical Publishing Intl Ltd'}",5.0,1
b00006k1yo,"adventist review,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/514CEC2RX8L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/514CEC2RX8L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,general magazine for seventh-day adventist church membership. a variety of topics are covered to inform and inspire church members.,"{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Review & Herald Publ Assn'}",5.0,1
b00006k5bd,"the bark,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51ZkikIW6zL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51ZkikIW6zL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"the bark delivers a smart mix of health, behavior and activities; plus invaluable news and entertaining stories. hailed the coolest dog magazine ever, its renowned experts/writers probe the delights of dogs. as its slogan - dog is my co-pilot - proclaims, it is the indispensable guide to life with dogs.","{'Package Dimensions': '10.5 x 8.1 x 0.2 inches; 8 Ounces', 'Date First Available': 'September 15, 2013', 'Manufacturer': 'Bark'}",4.5,79
b0000ei1lx,karavan istorij,"{'thumb': 'https://m.media-amazon.com/images/I/513aPLBlsNL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/513aPLBlsNL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'December 31, 2022'}",5.0,1
b0007inigi,"v magazine - ny,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51K4wnicw4L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51K4wnicw4L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"v magazine, was launched in september 1999 as the younger sibling publication to the limited-edition quarterly, visionaire, v, is large format and visually driven, international in scope and collaborative in spirita place where ""high art converses with underground culture."" it is about fashion and all the things that go with it, such as art, music, film, and architecture.","{'Date First Available': 'September 14, 2006', 'Manufacturer': 'Visionaire Publishing'}",3.0,5
b0002800w8,"victorian review,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"published since 1972,, victorian review, is an interdisciplinary journal promoting the study of all aspects of nineteenth-century culture. it publishes research articles on victorian literature, fine arts, history, politics, law, science, economics, sport, and popular culture.","{'Date First Available': 'September 14, 2006', 'Manufacturer': 'Dept English Univ Victoria'}",1.0,1
b00007l0rc,"visto,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"a news magazine targeted at the wider public, featuring entertainment, educational and practical topics with several sections of family interest written by famous show-business personalities. printed in italian.","{'Date First Available': 'September 15, 2013', 'Manufacturer': 'Rcs Periodici Spa'}",2.5,2
b017l2bfqc,"modern pioneer,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61Q6I0YQoaL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61Q6I0YQoaL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'November 4, 2015', 'Manufacturer': 'Engaged Media'}",5.0,4
